Student_ID,Name,Gender,Department,Email,Phone,Attendance,Fee,Join_Date,City,Score
ST1248,Balakrishnan,M,AI&DS,balakrishnangmail.com,+91-9876543210,0.78,"?60,500",04/04/2026, Bangalore,34
ST1273,Deepak,M,Artificial Intelligence,deepakgmail.com,09876543210,101%,"?60,500",2025-11-17,Hyderabad ,AB
ST1501,mOhammed,,Computer Science,mohammedgmail.com,+91-9876543210,92,45000,09 Jul 25,,AB
ST1067,Sara,female,Computer Science,sara@gmail.com,9876543210,Absent,Paid,2025-01-19,Delhi,59
ST1309,Priya,Male,CSE,priya@gmail.com,+91-9876543210,85%,45000,26 Mar 25,,-5
ST1112,Aisha,M,AI DS,,9876543210,92,45k,2025-09-22,Pune,AB
ST1209,Balakrishnan,Female,Computer Science,balakrishnangmail.com,98765 43210,85%,Paid,2026-04-23,Chennai,105
ST1153,Monica,,Artificial Intelligence,,N/A,,45k,2025-07-24,Chennai,-5
ST1073,Balakrishnan,Female,CSE,balakrishnan@gamil.com,N/A,85%,"?45,000",10/02/2026,Chennai,105
ST1325,Rahul,M,IT,rahul@gamil.com,9876543210,Absent,"?45,000",05/07/2025,,
ST1069,Rahul,m,Artificial Intelligence,rahul@gamil.com,09876543210,,"?45,000",29 Nov 25,Delhi,AB
ST1485,John,M,AIDS,,+91-9876543210,0.78,Paid,27/03/2025,Pune,95
ST1195,Rahul,m,Artificial Intelligence,rahul@gmail.com,9876543210,92,45000,06/03/2025,Delhi,105
ST1030,Balakrishnan,female,Computer Science,balakrishnangmail.com,+91-9876543210,101%,45000,2025-02-04, Bangalore,51
ST1086,John,male,AIDS,john@gamil.com,09876543210,,45000,2025-05-03,Chennai,
ST1353,Rahul,M,Computer Science,rahul@gamil.com,N/A,,"?60,500",2025-02-26,Delhi,21
ST1424,Monica,Female,IT,monica@gamil.com,98765 43210,85%,,15 May 25,Chennai,78
ST1053,Sara,Female,Artificial Intelligence,,9876543210,101%,,03/04/2026, Bangalore,105
ST1000,Rahul,Male,AIDS,rahul@gamil.com,+91-9876543210,,Paid,2025-03-13,Pune,-5
ST1464,John,,I.T,,N/A,Absent,Paid,2025-02-03,Delhi,71
ST1514,Deepak,,CSE,,09876543210,Absent,45000,2025-01-10, Bangalore,AB
ST1147,,female,Artificial Intelligence,user@gamil.com,+91-9876543210,0.78,Paid,2026-02-22,Chennai,89
ST1240, Huzaifa ,Female,I.T,,9876543210,Absent,Paid,05 Jan 26,Pune,
ST1135,Balakrishnan,m,AIDS,balakrishnan@gmail.com,98765 43210,85%,"?60,500",11/04/2026,Delhi,105
ST1497,Rahul,F,AIDS,,N/A,92,,06/01/2025,,
ST1114,Sara,m,Computer Science,sara@gamil.com,N/A,0.78,45000,2025-10-06,Hyderabad ,105
ST1287,Aisha,Female,AIDS,,N/A,,45k,03/03/2026,,86
ST1335,mOhammed,male,Artificial Intelligence,,9876543210,Absent,,2025-08-24,Hyderabad ,AB
ST1273,Monica,M,Computer Science,monica@gamil.com,9876543210,101%,"?60,500",18 Feb 25, Bangalore,AB
ST1107,Aisha,Male,CSE,aisha@gmail.com,98765 43210,,45000,2025-06-08,Pune,-5
ST1359,Deepak,m,CSE,deepakgmail.com,9876543210,85%,"?60,500",19 Mar 26, Bangalore,
ST1021,Rahul,male,AI&DS,rahul@gamil.com,98765 43210,92,"?60,500",31 Oct 25,Pune,-5
ST1388,mOhammed,Female,Computer Science,mohammed@gamil.com,98765 43210,0.78,"?45,000",13 Apr 26,,91
ST1091,Monica,m,CSE,monicagmail.com,09876543210,,45000,18 Feb 26,Delhi,
ST1412,John,Male,AI&DS,,N/A,85%,"?45,000",30/10/2025,Chennai,105
ST1131, Huzaifa ,male,Artificial Intelligence,,9876543210,Absent,45000,2025-12-23,,36
ST1068,Rahul,M,AI DS,rahulgmail.com,+91-9876543210,Absent,Paid,09 Feb 26, Bangalore,AB
ST1419,Balakrishnan,m,AI DS,,+91-9876543210,Absent,Paid,18/03/2026,Delhi,105
ST1215,Priya,F,I.T,priya@gamil.com,9876543210,Absent,"?60,500",29 Jun 25,Pune,AB
ST1316,Deepak,M,AIDS,deepakgmail.com,+91-9876543210,,,04 Jan 25,,33
ST1053, Huzaifa ,male,IT,huzaifa@gmail.com,98765 43210,0.78,45000,11 Dec 25,Delhi,
ST1024,Aisha,Male,Artificial Intelligence,,98765 43210,92,45000,24 Jun 25,,-5
ST1058,,male,IT,usergmail.com,9876543210,,45k,20/10/2025,Pune,AB
ST1403,Monica,m,AIDS,monica@gmail.com,09876543210,101%,45k,2025-08-10,,-5
ST1170,Deepak,Male,AIDS,deepakgmail.com,9876543210,0.78,"?45,000",15 Sep 25,Hyderabad ,AB
ST1299,Aisha,female,AIDS,aisha@gamil.com,N/A,Absent,45000,29 Nov 25,Pune,52
ST1520,Aisha,M,Artificial Intelligence,aishagmail.com,98765 43210,0.78,45000,12/11/2025, Bangalore,-5
ST1433,,Female,Computer Science,user@gmail.com,9876543210,0.78,"?60,500",2026-04-05,Delhi,105
ST1315,Priya,Male,Artificial Intelligence,priya@gamil.com,9876543210,85%,Paid,27/03/2026, Bangalore,AB
ST1102,Balakrishnan,M,I.T,balakrishnan@gamil.com,9876543210,101%,Paid,02/05/2025,Delhi,85
ST1247,Sara,M,AI&DS,,N/A,,45k,24/02/2026,Delhi,105
ST1192,Priya,F,AIDS,,9876543210,92,Paid,18 Jan 25,Hyderabad ,105
ST1249,,Female,AI DS,usergmail.com,09876543210,,45k,20/03/2026,Delhi,
ST1407,Balakrishnan,,Computer Science,balakrishnangmail.com,98765 43210,92,"?60,500",03/12/2025,Hyderabad ,
ST1017,Rahul,m,Artificial Intelligence,rahul@gmail.com,98765 43210,0.78,45k,2025-02-26,Chennai,AB
ST1448,Monica,m,AI&DS,monicagmail.com,98765 43210,101%,45k,25 Apr 25,Pune,53
ST1193,Deepak,F,IT,deepak@gmail.com,9876543210,92,45000,14/05/2026,,105
ST1384,Priya,M,Artificial Intelligence,priyagmail.com,N/A,Absent,45000,06/03/2026, Bangalore,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
